crop,soil_type,Seedling Stage,Moisture (min. % of moisture in soil for healthy growth of crops,Temperature,Humidity,Rainfall in mm (based on humidity and temperature,Result (will rain or not within 2 hrs)
papaya,red,germination,36.71,21.44,45.83,4.5,Yes
papaya,chalky,germination,37.13,34.14,56.62,4.89,Yes
Ginger,red,flowering,32.54,23.4,44.44,3.35,Yes
Paddy (rice),alluvial,germination,25.28,32.64,80.76,1.7,No
peas,loam,harvest,27.72,16.52,43.95,0.2,No
bananas,sandy,germination,26.57,23.81,44.47,3.86,Yes
papaya,black,fruit/bulb formation,33.69,21.45,73.54,5.92,Yes
sweet potato,chalky,fruit/bulb formation,35.52,26.68,73.46,4.79,Yes
radish,black,fruit/bulb formation,48.85,24.2,58.44,1.11,No
beans,loam,flowering,47.7,15.03,67.69,1.63,No
Turmeric,chalky,fruit/bulb formation,45.53,30.74,57.72,4.67,Yes
Maize (corn),chalky,maturation,24.46,29.47,81.79,3.7,Yes
Large Cardamom,red,germination,30.84,30.0,67.14,4.26,Yes
mustard,red,fruit/bulb formation,46.65,27.85,42.52,1.54,No
Ginger,alluvial,maturation,27.6,34.93,68.32,0.53,No
soyabeans,chalky,flowering,43.5,33.35,46.83,3.06,Yes
bananas,loam,maturation,29.44,24.18,50.4,2.4,Yes
soyabeans,chalky,fruit/bulb formation,35.64,30.18,42.68,3.59,Yes
papaya,loam,flowering,31.25,16.33,81.8,19.57,Yes
bananas,loam,fruit/bulb formation,49.98,32.98,42.9,4.18,Yes
mustard,black,maturation,26.88,28.43,48.7,1.86,No
Large Cardamom,sandy,germination,27.0,18.36,40.94,0.84,No
Maize (corn),black,maturation,22.17,20.66,43.64,1.04,No
kiwi,loam,maturation,36.39,30.55,40.34,1.94,No
Maize (corn),chalky,flowering,32.71,20.28,54.9,1.46,No
Turmeric,black,flowering,38.14,23.13,69.41,0.5,No
beans,alluvial,flowering,31.37,21.99,62.87,0.7,No
Turmeric,alluvial,flowering,32.36,17.82,75.71,14.86,Yes
bananas,red,fruit/bulb formation,51.68,27.83,89.59,2.52,Yes
papaya,loam,flowering,46.99,20.48,83.63,9.21,Yes
mustard,red,fruit/bulb formation,37.13,16.33,73.88,7.37,Yes
Maize (corn),red,maturation,33.31,28.24,71.6,1.95,No
tomato,loam,maturation,25.63,23.93,74.5,9.73,Yes
orange,alluvial,harvest,25.02,29.53,84.24,9.72,Yes
kiwi,alluvial,fruit/bulb formation,51.83,17.02,81.27,8.4,Yes
soyabeans,alluvial,germination,33.49,20.5,49.83,1.67,No
beans,black,germination,29.12,23.03,59.57,0.34,No
Large Cardamom,chalky,flowering,35.18,18.61,80.89,9.76,Yes
papaya,loam,maturation,32.41,24.48,83.71,14.75,Yes
soyabeans,red,flowering,45.85,16.49,83.56,8.19,Yes
peas,chalky,harvest,18.16,25.94,44.0,0.9,No
kiwi,alluvial,fruit/bulb formation,53.38,25.84,42.95,1.77,No
mustard,clay,fruit/bulb formation,40.93,21.25,68.61,0.89,No
Ginger,loam,harvest,18.05,30.15,75.74,5.0,Yes
kiwi,alluvial,harvest,18.76,31.73,70.26,3.77,Yes
Maize (corn),black,maturation,31.95,25.33,71.96,6.89,Yes
orange,red,harvest,26.25,28.19,53.11,2.7,Yes
beans,alluvial,harvest,21.54,25.49,56.99,1.44,No
radish,clay,flowering,39.36,19.67,71.82,4.71,Yes
kiwi,sandy,flowering,46.27,33.17,74.62,3.23,Yes
bananas,chalky,fruit/bulb formation,44.93,20.48,83.1,15.65,Yes
kiwi,red,germination,28.85,18.29,75.57,9.45,Yes
orange,loam,harvest,28.57,15.99,77.11,19.99,Yes
potato,red,flowering,32.53,28.95,47.93,2.42,Yes
Paddy (rice),red,maturation,16.53,20.32,49.58,3.08,Yes
Maize (corn),black,maturation,22.44,28.6,71.39,12.89,Yes
potato,clay,harvest,20.45,32.61,48.1,3.97,Yes
Paddy (rice),clay,maturation,27.04,22.56,70.54,18.67,Yes
Ginger,black,flowering,28.91,30.37,59.37,1.64,No
soyabeans,red,flowering,34.88,30.33,80.51,4.37,Yes
orange,sandy,maturation,27.44,23.19,89.48,5.49,Yes
bananas,clay,germination,22.47,23.45,40.32,2.89,Yes
beans,sandy,flowering,37.08,26.5,76.42,11.43,Yes
mustard,sandy,germination,23.78,24.6,89.77,3.42,Yes
Large Cardamom,alluvial,germination,29.37,21.1,71.23,2.94,Yes
tomato,black,harvest,22.51,15.81,53.07,1.77,No
radish,clay,fruit/bulb formation,46.87,28.89,69.13,1.59,No
tomato,clay,flowering,29.77,25.05,87.46,17.33,Yes
tomato,alluvial,harvest,22.83,15.3,41.71,1.13,No
beans,red,fruit/bulb formation,50.08,29.45,77.34,14.79,Yes
cabbage,loam,germination,31.03,26.85,75.79,18.48,Yes
Maize (corn),alluvial,flowering,36.94,22.15,64.86,3.39,Yes
kiwi,loam,maturation,18.56,31.38,82.3,3.36,Yes
Turmeric,red,maturation,25.67,17.38,79.28,12.96,Yes
peas,loam,maturation,25.49,17.09,61.75,1.05,No
mustard,chalky,flowering,41.4,29.79,78.36,7.84,Yes
sweet potato,black,harvest,27.12,22.7,44.89,3.85,Yes
papaya,black,harvest,27.95,32.26,41.77,3.43,Yes
sweet potato,sandy,flowering,39.92,30.23,42.61,2.9,Yes
peas,sandy,maturation,24.36,32.6,64.79,4.21,Yes
mustard,loam,maturation,31.91,29.42,58.65,0.67,No
potato,sandy,harvest,16.17,27.72,50.26,3.79,Yes
Turmeric,chalky,flowering,31.96,23.63,83.3,7.51,Yes
tomato,red,harvest,26.74,34.5,53.65,1.3,No
potato,red,maturation,25.45,28.35,83.0,19.57,Yes
Maize (corn),red,harvest,23.84,33.6,44.78,0.23,No
Large Cardamom,clay,germination,31.34,22.05,45.7,1.58,No
papaya,red,maturation,31.81,16.28,46.48,0.52,No
Maize (corn),red,germination,35.85,17.79,76.97,11.58,Yes
beans,chalky,flowering,38.98,19.68,64.73,0.21,No
Turmeric,sandy,germination,27.6,24.09,41.48,4.73,Yes
beans,loam,flowering,42.18,22.65,78.31,11.15,Yes
Ginger,alluvial,flowering,40.39,19.99,52.79,2.52,Yes
Paddy (rice),loam,flowering,35.84,16.1,80.0,19.9,Yes
Ginger,black,harvest,32.08,17.08,86.55,14.29,Yes
mustard,alluvial,maturation,27.59,34.38,57.12,0.03,No
cabbage,clay,harvest,12.53,24.11,72.36,10.15,Yes
papaya,black,harvest,27.25,18.53,41.4,2.71,Yes
radish,sandy,germination,31.08,34.93,81.33,2.32,Yes
peas,sandy,germination,28.06,21.09,63.3,3.18,Yes
beans,black,fruit/bulb formation,40.72,19.07,71.16,8.18,Yes
Turmeric,alluvial,flowering,39.51,27.98,77.28,19.75,Yes
Ginger,red,harvest,29.9,16.74,80.79,17.65,Yes
papaya,clay,harvest,19.04,26.67,59.93,2.83,Yes
papaya,clay,germination,26.21,31.61,68.34,3.12,Yes
papaya,alluvial,fruit/bulb formation,32.81,22.75,78.07,8.16,Yes
kiwi,black,germination,28.99,22.9,60.77,4.43,Yes
Maize (corn),black,germination,26.62,21.41,77.82,1.59,No
Large Cardamom,sandy,flowering,29.87,17.99,72.89,2.41,Yes
peas,red,germination,33.98,26.67,71.97,16.88,Yes
soyabeans,red,maturation,23.91,17.59,54.74,0.68,No
orange,red,flowering,37.2,30.21,47.64,3.07,Yes
papaya,red,fruit/bulb formation,40.42,25.37,87.33,16.95,Yes
Maize (corn),chalky,harvest,15.81,27.88,59.17,0.52,No
peas,alluvial,fruit/bulb formation,39.27,18.4,77.99,13.29,Yes
Turmeric,alluvial,harvest,21.96,16.74,69.15,3.2,Yes
orange,sandy,fruit/bulb formation,46.72,17.91,77.17,12.01,Yes
sweet potato,alluvial,flowering,33.28,29.92,40.16,1.53,No
Ginger,sandy,harvest,27.65,19.15,69.14,4.81,Yes
papaya,black,fruit/bulb formation,36.43,21.96,69.12,3.9,Yes
Ginger,chalky,germination,32.58,34.69,66.11,0.27,No
mustard,red,fruit/bulb formation,44.49,33.95,49.32,0.3,No
papaya,chalky,harvest,18.62,31.19,54.45,0.06,No
orange,alluvial,harvest,20.07,28.34,48.1,1.32,No
soyabeans,loam,germination,35.13,24.46,62.65,4.67,Yes
mustard,red,fruit/bulb formation,42.39,27.8,40.71,4.73,Yes
sweet potato,red,germination,35.77,28.41,41.59,4.11,Yes
Large Cardamom,black,fruit/bulb formation,44.07,31.95,75.14,4.74,Yes
kiwi,alluvial,fruit/bulb formation,47.53,17.92,62.41,3.16,Yes
kiwi,alluvial,maturation,32.11,20.31,76.18,10.25,Yes
radish,clay,fruit/bulb formation,50.09,19.07,40.82,1.6,No
radish,red,fruit/bulb formation,38.03,34.53,56.58,2.38,Yes
radish,loam,fruit/bulb formation,42.84,34.99,49.97,3.76,Yes
mustard,alluvial,harvest,30.51,20.64,41.69,0.03,No
soyabeans,sandy,fruit/bulb formation,42.23,17.35,49.69,2.13,Yes
papaya,alluvial,maturation,34.66,25.84,88.12,19.5,Yes
Ginger,loam,maturation,23.11,33.7,66.95,2.33,Yes
orange,chalky,flowering,37.32,15.7,48.8,4.95,Yes
peas,clay,harvest,26.51,17.88,48.29,3.25,Yes
papaya,red,maturation,29.27,25.53,70.76,14.48,Yes
soyabeans,red,maturation,28.16,33.62,53.32,0.51,No
orange,red,fruit/bulb formation,44.08,29.52,65.06,4.25,Yes
bananas,loam,flowering,39.65,15.58,52.1,3.66,Yes
Large Cardamom,alluvial,germination,26.16,26.55,74.62,14.13,Yes
beans,red,germination,22.58,21.85,69.3,4.3,Yes
peas,sandy,maturation,22.64,17.94,80.5,13.25,Yes
beans,chalky,harvest,23.69,21.97,74.97,5.27,Yes
potato,red,fruit/bulb formation,42.16,30.74,66.17,4.02,Yes
orange,red,flowering,33.18,17.15,79.23,2.79,Yes
Turmeric,loam,maturation,23.62,19.36,72.73,18.62,Yes
kiwi,red,germination,28.74,17.29,79.35,18.03,Yes
Large Cardamom,alluvial,harvest,29.55,29.05,56.39,3.47,Yes
potato,alluvial,maturation,38.32,20.11,44.93,2.78,Yes
Paddy (rice),red,harvest,22.4,30.19,80.81,3.29,Yes
Turmeric,alluvial,germination,32.29,15.16,77.93,10.85,Yes
Turmeric,clay,harvest,15.98,29.33,59.66,4.25,Yes
potato,chalky,germination,30.04,30.84,64.52,4.02,Yes
Large Cardamom,chalky,flowering,35.52,28.88,54.47,4.96,Yes
Turmeric,alluvial,maturation,26.26,28.92,59.08,0.99,No
Turmeric,loam,fruit/bulb formation,48.23,25.14,56.72,0.45,No
peas,red,maturation,24.98,29.99,76.37,2.29,Yes
Large Cardamom,clay,fruit/bulb formation,41.67,19.23,72.8,12.39,Yes
Ginger,red,harvest,18.2,31.19,89.99,1.36,No
mustard,red,flowering,44.7,16.42,43.59,3.34,Yes
peas,sandy,fruit/bulb formation,37.18,24.21,43.16,0.99,No
Maize (corn),sandy,fruit/bulb formation,45.06,32.03,65.05,2.31,Yes
bananas,alluvial,harvest,22.91,15.68,43.18,2.32,Yes
Maize (corn),sandy,maturation,21.14,23.2,66.58,4.58,Yes
Large Cardamom,loam,maturation,36.21,23.39,81.36,14.88,Yes
peas,black,flowering,34.82,32.27,46.75,0.56,No
Maize (corn),clay,fruit/bulb formation,42.28,17.43,43.18,1.96,No
kiwi,black,fruit/bulb formation,48.57,15.3,75.01,18.78,Yes
beans,red,fruit/bulb formation,46.44,23.08,45.31,1.19,No
radish,loam,fruit/bulb formation,41.64,29.77,76.39,8.85,Yes
tomato,sandy,flowering,36.81,19.54,85.15,13.64,Yes
mustard,alluvial,maturation,27.41,22.57,41.97,0.89,No
Large Cardamom,black,flowering,31.14,20.84,71.85,5.63,Yes
Paddy (rice),black,flowering,37.22,27.83,73.85,6.87,Yes
Turmeric,red,harvest,14.93,28.58,68.35,3.34,Yes
tomato,black,germination,31.05,33.55,79.07,2.2,Yes
Maize (corn),red,germination,30.28,34.41,87.7,2.07,Yes
Maize (corn),black,flowering,41.73,30.04,40.45,0.03,No
papaya,sandy,harvest,17.25,34.79,52.42,4.21,Yes
Paddy (rice),chalky,maturation,35.88,18.6,52.2,1.89,No
Paddy (rice),sandy,maturation,22.41,15.2,55.06,4.49,Yes
kiwi,black,maturation,31.15,34.16,81.2,3.01,Yes
sweet potato,black,flowering,31.89,16.53,67.96,2.97,Yes
Maize (corn),black,fruit/bulb formation,32.26,32.46,70.19,0.65,No
beans,chalky,maturation,35.53,27.02,88.88,2.8,Yes
beans,clay,germination,30.47,17.2,89.02,8.55,Yes
soyabeans,chalky,maturation,29.44,34.02,88.26,0.01,No
bananas,sandy,flowering,35.89,32.82,54.16,4.25,Yes
tomato,black,maturation,19.46,30.04,40.63,3.44,Yes
Maize (corn),alluvial,germination,29.4,25.7,63.55,4.11,Yes
kiwi,black,harvest,12.7,22.3,54.21,4.28,Yes
tomato,alluvial,harvest,23.48,23.08,42.04,4.29,Yes
Large Cardamom,alluvial,flowering,41.0,19.14,71.99,6.01,Yes
beans,sandy,flowering,28.48,22.98,76.88,2.47,Yes
Paddy (rice),clay,germination,39.29,34.5,83.98,0.64,No
tomato,clay,germination,27.26,17.81,57.35,1.94,No
Maize (corn),red,maturation,26.17,24.41,43.86,1.01,No
radish,sandy,fruit/bulb formation,39.87,24.64,78.29,13.7,Yes
radish,clay,fruit/bulb formation,35.86,20.07,79.15,14.4,Yes
Paddy (rice),clay,harvest,23.7,32.81,89.79,2.79,Yes
Turmeric,clay,harvest,16.16,24.76,89.01,14.18,Yes
beans,alluvial,maturation,24.71,23.78,59.03,2.38,Yes
Maize (corn),clay,fruit/bulb formation,39.88,20.29,75.26,15.7,Yes
peas,sandy,flowering,36.92,31.99,47.16,1.25,No
Maize (corn),sandy,flowering,42.4,16.76,64.21,3.7,Yes
potato,black,harvest,25.08,27.05,71.27,6.87,Yes
Ginger,red,harvest,20.15,34.77,63.34,3.75,Yes
tomato,alluvial,fruit/bulb formation,38.72,34.54,46.94,0.85,No
mustard,loam,flowering,40.35,33.24,56.32,3.93,Yes
Ginger,black,fruit/bulb formation,35.66,23.88,83.5,5.28,Yes
bananas,loam,fruit/bulb formation,46.53,30.15,81.46,3.31,Yes
Ginger,red,maturation,29.47,25.9,64.4,1.92,No
cabbage,black,harvest,22.32,29.61,72.19,14.56,Yes
papaya,chalky,harvest,16.58,22.38,66.22,1.47,No
peas,loam,flowering,40.84,27.48,55.04,3.58,Yes
orange,red,fruit/bulb formation,37.91,16.97,83.82,12.96,Yes
Maize (corn),chalky,germination,33.63,33.82,45.44,2.19,Yes
sweet potato,clay,flowering,39.72,22.25,81.81,18.77,Yes
cabbage,sandy,maturation,23.73,17.86,51.96,0.39,No
Paddy (rice),clay,maturation,22.21,25.52,73.77,14.06,Yes
potato,sandy,maturation,33.29,31.89,51.1,4.82,Yes
Paddy (rice),red,maturation,31.95,26.67,43.02,2.82,Yes
cabbage,loam,fruit/bulb formation,40.67,20.69,49.95,2.48,Yes
tomato,alluvial,fruit/bulb formation,41.96,27.29,84.2,14.79,Yes
Turmeric,loam,harvest,32.83,18.59,42.19,3.29,Yes
cabbage,alluvial,germination,28.11,18.81,63.94,3.28,Yes
Large Cardamom,red,fruit/bulb formation,35.99,30.79,87.87,3.2,Yes
mustard,red,fruit/bulb formation,46.36,33.62,63.63,2.44,Yes
beans,loam,flowering,30.52,19.44,80.1,13.56,Yes
Paddy (rice),alluvial,germination,33.97,17.64,40.78,4.03,Yes
beans,red,maturation,31.16,34.39,69.28,1.08,No
tomato,sandy,germination,29.51,23.85,75.6,10.88,Yes
orange,alluvial,harvest,26.94,30.04,80.24,0.32,No
Turmeric,loam,maturation,19.17,25.47,55.4,0.78,No
Large Cardamom,black,fruit/bulb formation,41.34,15.52,73.62,11.09,Yes
Turmeric,chalky,fruit/bulb formation,39.08,18.12,74.09,8.1,Yes
Ginger,alluvial,maturation,28.57,28.92,57.87,2.65,Yes
potato,sandy,fruit/bulb formation,39.72,15.38,81.77,11.57,Yes
potato,alluvial,maturation,30.44,22.3,86.66,16.2,Yes
Large Cardamom,sandy,fruit/bulb formation,45.63,16.08,43.56,1.27,No
radish,black,maturation,34.25,32.68,71.01,0.05,No
Paddy (rice),chalky,maturation,31.1,17.16,87.23,5.31,Yes
Paddy (rice),red,maturation,31.59,18.54,83.2,15.62,Yes
potato,loam,harvest,26.54,15.3,69.13,4.84,Yes
radish,chalky,fruit/bulb formation,48.69,34.16,72.59,4.62,Yes
mustard,alluvial,harvest,18.34,19.83,45.56,2.17,Yes
Maize (corn),loam,germination,30.45,24.13,45.2,1.29,No
tomato,sandy,fruit/bulb formation,32.07,33.14,70.42,4.22,Yes
potato,loam,fruit/bulb formation,43.41,17.66,44.08,4.64,Yes
cabbage,clay,flowering,40.01,20.62,58.31,0.2,No
tomato,loam,fruit/bulb formation,36.61,29.16,69.83,3.96,Yes
tomato,black,flowering,40.51,20.04,83.15,9.68,Yes
beans,loam,harvest,30.5,20.16,73.77,1.37,No
tomato,sandy,flowering,37.7,19.29,85.84,13.43,Yes
Turmeric,chalky,harvest,24.04,18.58,82.95,6.88,Yes
beans,alluvial,harvest,28.72,26.14,77.7,3.78,Yes
orange,clay,fruit/bulb formation,50.97,19.36,89.55,12.46,Yes
radish,alluvial,germination,27.13,16.99,47.96,4.44,Yes
radish,clay,germination,31.96,24.64,71.74,18.77,Yes
peas,black,fruit/bulb formation,33.05,28.37,72.19,18.81,Yes
bananas,black,maturation,24.27,17.6,76.35,18.26,Yes
soyabeans,chalky,fruit/bulb formation,39.58,22.03,87.61,3.8,Yes
kiwi,red,maturation,26.59,19.67,79.4,9.01,Yes
Ginger,black,germination,31.21,17.65,65.57,4.56,Yes
orange,red,harvest,28.68,15.81,54.86,3.6,Yes
Turmeric,loam,germination,32.1,24.25,87.06,17.64,Yes
tomato,chalky,flowering,46.31,20.82,81.59,14.91,Yes
tomato,red,fruit/bulb formation,44.38,16.25,47.2,0.7,No
sweet potato,black,fruit/bulb formation,39.33,24.13,78.9,1.59,No
peas,black,maturation,25.6,20.26,88.41,3.64,Yes
Ginger,chalky,maturation,27.52,19.85,52.58,2.75,Yes
sweet potato,alluvial,maturation,36.08,22.75,58.92,2.27,Yes
bananas,alluvial,maturation,33.32,26.71,66.54,1.45,No
papaya,loam,fruit/bulb formation,53.02,30.73,68.57,1.81,No
peas,red,flowering,41.28,15.3,46.13,1.76,No
mustard,black,maturation,33.65,24.72,72.68,14.53,Yes
Ginger,clay,fruit/bulb formation,32.9,18.05,75.46,12.79,Yes
Ginger,alluvial,flowering,39.59,17.98,53.1,4.23,Yes
sweet potato,chalky,fruit/bulb formation,43.83,27.8,59.41,3.02,Yes
bananas,red,harvest,25.48,27.98,52.5,1.27,No
Large Cardamom,chalky,germination,29.32,31.3,44.47,2.99,Yes
Ginger,chalky,maturation,24.09,30.85,61.43,0.23,No
bananas,clay,fruit/bulb formation,42.92,27.64,51.93,1.97,No
cabbage,loam,germination,29.08,20.39,76.8,14.99,Yes
bananas,chalky,flowering,46.39,27.49,58.84,4.74,Yes
papaya,red,maturation,23.43,31.25,52.16,4.98,Yes
radish,black,fruit/bulb formation,44.5,25.16,70.54,9.93,Yes
Paddy (rice),sandy,germination,29.84,21.21,43.8,1.57,No
potato,sandy,germination,28.78,25.53,55.95,3.08,Yes
peas,black,fruit/bulb formation,44.0,19.27,82.5,7.23,Yes
radish,red,fruit/bulb formation,51.65,25.43,88.13,19.61,Yes
potato,red,maturation,22.72,34.86,89.55,3.05,Yes
Ginger,chalky,flowering,35.54,31.95,55.89,2.5,Yes
Turmeric,sandy,germination,29.65,16.6,67.41,0.22,No
Turmeric,chalky,maturation,26.92,34.6,69.22,2.79,Yes
Maize (corn),sandy,fruit/bulb formation,52.83,34.91,41.32,4.09,Yes
potato,black,harvest,28.78,18.87,63.39,4.89,Yes
radish,alluvial,harvest,18.21,24.98,56.95,0.29,No
papaya,sandy,flowering,41.01,16.88,78.5,7.27,Yes
peas,loam,fruit/bulb formation,49.6,15.55,47.18,4.66,Yes
mustard,alluvial,flowering,45.29,18.36,62.17,3.23,Yes
soyabeans,sandy,germination,37.56,24.43,70.69,18.62,Yes
peas,clay,maturation,22.51,27.33,48.12,0.21,No
radish,red,germination,27.45,19.29,81.24,17.49,Yes
orange,black,harvest,20.47,33.32,42.38,4.05,Yes
soyabeans,loam,maturation,27.18,29.79,56.02,0.4,No
kiwi,chalky,maturation,30.23,15.06,47.15,0.84,No
peas,chalky,fruit/bulb formation,44.78,17.45,44.75,2.04,Yes
bananas,sandy,maturation,25.45,17.01,90.0,8.56,Yes
Ginger,clay,harvest,18.6,16.83,62.39,3.4,Yes
soyabeans,clay,harvest,21.8,21.86,81.23,11.5,Yes
cabbage,alluvial,germination,31.35,32.63,83.45,1.79,No
cabbage,black,flowering,33.56,32.89,40.41,4.23,Yes
Turmeric,loam,fruit/bulb formation,53.6,34.98,57.54,3.77,Yes
radish,chalky,maturation,20.16,26.25,70.45,5.73,Yes
beans,alluvial,maturation,32.58,16.11,54.09,0.27,No
kiwi,alluvial,germination,28.1,18.74,67.85,3.2,Yes
cabbage,clay,harvest,17.46,21.12,42.51,2.87,Yes
tomato,alluvial,harvest,31.25,25.31,82.6,5.88,Yes
soyabeans,black,maturation,33.65,19.37,82.62,15.32,Yes
tomato,sandy,flowering,38.05,24.87,49.54,2.78,Yes
Large Cardamom,black,fruit/bulb formation,43.55,33.28,41.98,0.97,No
cabbage,sandy,maturation,34.05,21.36,49.04,3.91,Yes
tomato,clay,germination,37.46,29.41,44.82,4.82,Yes
papaya,red,harvest,18.7,23.03,81.45,18.51,Yes
Paddy (rice),chalky,maturation,30.17,34.27,55.48,4.32,Yes
Ginger,chalky,harvest,17.21,33.17,61.34,2.15,Yes
peas,black,germination,33.53,23.3,76.14,10.81,Yes
Paddy (rice),sandy,maturation,26.41,16.94,78.61,15.23,Yes
kiwi,red,flowering,28.17,17.13,55.02,2.97,Yes
bananas,sandy,germination,23.14,31.82,55.15,1.78,No
sweet potato,black,harvest,16.47,22.39,43.62,4.31,Yes
papaya,sandy,maturation,32.8,22.59,51.94,3.38,Yes
potato,clay,germination,28.96,20.45,47.27,4.7,Yes
mustard,loam,harvest,27.72,30.66,62.87,0.76,No
papaya,black,harvest,23.3,16.47,63.25,1.0,No
bananas,alluvial,fruit/bulb formation,48.77,26.65,85.94,3.57,Yes
Large Cardamom,red,maturation,30.48,20.88,58.02,3.66,Yes
potato,alluvial,germination,27.08,29.4,79.22,6.33,Yes
Turmeric,loam,harvest,29.19,19.75,52.05,2.97,Yes
beans,alluvial,germination,34.04,22.68,64.06,1.76,No
kiwi,red,maturation,37.28,31.74,79.31,1.14,No
orange,alluvial,germination,26.21,23.16,50.17,0.31,No
potato,alluvial,flowering,43.73,34.48,77.34,4.6,Yes
sweet potato,black,germination,38.99,29.28,87.84,6.87,Yes
papaya,loam,maturation,39.3,25.02,82.76,2.25,Yes
beans,black,flowering,40.5,26.73,45.41,1.3,No
peas,sandy,harvest,22.04,30.71,82.18,2.42,Yes
sweet potato,alluvial,germination,25.91,19.38,81.32,6.09,Yes
Paddy (rice),chalky,harvest,21.95,25.21,86.59,1.83,No
Maize (corn),sandy,fruit/bulb formation,47.15,15.2,85.15,15.9,Yes
beans,chalky,germination,25.63,18.6,43.77,3.56,Yes
papaya,alluvial,harvest,28.4,26.95,76.83,1.35,No
papaya,loam,maturation,30.63,17.2,69.71,4.03,Yes
sweet potato,sandy,maturation,35.63,17.02,86.82,19.95,Yes
tomato,alluvial,flowering,31.52,30.17,86.34,1.09,No
Large Cardamom,clay,fruit/bulb formation,51.11,34.46,49.44,3.56,Yes
papaya,loam,maturation,22.78,34.12,52.77,3.37,Yes
Maize (corn),clay,flowering,46.51,19.69,87.28,10.32,Yes
cabbage,sandy,flowering,37.89,22.78,46.57,3.63,Yes
Large Cardamom,alluvial,harvest,19.09,25.68,75.37,7.42,Yes
Paddy (rice),alluvial,harvest,28.7,16.95,49.89,0.12,No
peas,chalky,harvest,20.3,28.13,62.66,1.45,No
Large Cardamom,red,maturation,32.22,32.43,52.12,4.39,Yes
beans,alluvial,germination,31.42,23.77,75.83,18.98,Yes
beans,black,harvest,11.82,31.06,88.83,0.58,No
tomato,chalky,fruit/bulb formation,43.99,15.19,65.08,2.66,Yes
radish,alluvial,flowering,33.26,25.17,55.93,1.2,No
radish,chalky,harvest,23.55,22.82,44.89,1.05,No
sweet potato,sandy,germination,28.22,24.09,43.45,0.75,No
Large Cardamom,black,germination,37.45,33.13,53.46,2.46,Yes
Large Cardamom,black,germination,28.2,26.29,40.99,0.63,No
radish,black,maturation,37.34,26.83,74.18,17.78,Yes
orange,alluvial,germination,30.13,15.69,60.74,2.71,Yes
Ginger,sandy,germination,24.8,17.05,49.7,1.05,No
orange,alluvial,flowering,40.75,32.39,82.12,3.26,Yes
kiwi,alluvial,fruit/bulb formation,36.62,27.47,64.82,2.89,Yes
orange,alluvial,germination,32.2,15.48,45.71,0.17,No
mustard,red,germination,28.16,18.75,61.2,2.33,Yes
bananas,sandy,harvest,23.33,16.25,45.66,3.55,Yes
Large Cardamom,alluvial,flowering,43.37,31.23,63.86,0.09,No
Turmeric,black,harvest,21.55,27.91,55.2,3.97,Yes
soyabeans,chalky,maturation,29.37,26.86,60.04,1.25,No
peas,loam,germination,26.01,31.53,62.19,1.22,No
mustard,chalky,harvest,24.76,27.04,44.56,0.84,No
Paddy (rice),sandy,maturation,30.53,29.18,78.53,5.73,Yes
orange,chalky,fruit/bulb formation,42.07,18.03,56.72,0.07,No
tomato,loam,fruit/bulb formation,41.48,24.77,57.12,2.01,Yes
cabbage,sandy,maturation,25.79,15.7,51.39,3.34,Yes
soyabeans,sandy,flowering,44.63,26.28,86.97,8.32,Yes
Paddy (rice),chalky,flowering,28.51,28.11,75.53,3.75,Yes
potato,black,fruit/bulb formation,46.02,25.89,64.63,2.32,Yes
potato,clay,maturation,37.15,20.67,67.06,0.44,No
Maize (corn),chalky,maturation,33.3,18.59,41.03,1.46,No
radish,loam,fruit/bulb formation,32.22,18.98,47.59,3.23,Yes
kiwi,alluvial,maturation,20.86,21.39,41.72,3.52,Yes
Large Cardamom,sandy,harvest,30.7,26.21,46.43,2.62,Yes
radish,red,harvest,12.95,20.23,47.03,1.89,No
beans,black,germination,29.36,32.69,70.76,0.94,No
soyabeans,clay,germination,25.8,21.63,61.4,3.31,Yes
Paddy (rice),red,fruit/bulb formation,50.53,16.73,57.6,3.14,Yes
potato,alluvial,harvest,10.63,33.77,48.85,0.52,No
orange,loam,harvest,25.68,26.66,54.02,3.66,Yes
peas,sandy,fruit/bulb formation,47.62,27.09,80.91,17.24,Yes
Paddy (rice),alluvial,harvest,21.3,17.73,75.19,9.83,Yes
Large Cardamom,sandy,fruit/bulb formation,45.49,26.44,69.44,4.08,Yes
radish,alluvial,harvest,20.85,30.78,74.67,3.75,Yes
Ginger,chalky,maturation,26.7,16.99,89.17,2.38,Yes
Turmeric,red,flowering,30.02,30.64,59.83,2.77,Yes
